time,latitude,longitude,accuracy,altitude,altitudeAccuracy,heading,speed
8:14:6:630,56.320727,44.031037,2.600000,132.2,0,221,0
8:14:7:710,56.320727,44.031037,2.600000,132.2,0,221,0
8:14:8:740,56.320697,44.030983,2.600000,131.7,0,222,1.9446206092834473
8:14:9:776,56.320675,44.030947,2.500000,131.3,0,226,4.1229248046875
8:14:10:800,56.320642,44.030893,3.900000,131.2,0,220,5.113250732421875
8:14:11:816,56.320605,44.030830,2.500000,130.7,0,223,5.817905426025391
8:14:12:855,56.320563,44.030768,2.600000,130.6,0,220,6.168431282043457
8:14:13:859,56.320515,44.030702,2.600000,130.5,0,222,7.021326065063477
8:14:14:908,56.320463,44.030608,3.900000,130.7,0,224,8.266438484191895
8:14:15:929,56.320405,44.030515,2.600000,130.6,0,223,8.550050735473633
8:14:17:25,56.320347,44.030422,2.600000,130.4,0,221,8.46306324005127
8:14:18:37,56.320288,44.030323,3.900000,130,0,224,8.150111198425293
8:14:19:57,56.320233,44.030228,2.600000,130.3,0,224,7.928781032562256
8:14:20:137,56.320183,44.030132,2.600000,130.6,0,226,8.06312370300293
8:14:21:166,56.320142,44.030035,3.900000,130.4,0,230,7.397073268890381
8:14:23:162,56.320065,44.029842,3.900000,130.3,0,234,7.501047134399414
8:14:24:172,56.320027,44.029743,3.900000,130.4,0,231,6.881321430206299
8:14:25:250,56.319980,44.029662,3.600000,130.5,0,232,6.679035663604736
8:14:26:341,56.319942,44.029577,3.500000,130.6,0,234,6.407776832580566
8:14:27:413,56.319905,44.029488,3.500000,130.5,0,239,6.021735191345215
8:14:28:694,56.319865,44.029317,3.900000,130.2,0,243,5.833861827850342
8:14:29:717,56.319837,44.029243,3.200000,130.2,0,237,5.179649829864502
8:14:30:798,56.319813,44.029173,3.200000,129.9,0,241,4.984570026397705
8:14:32:13,56.319795,44.029103,3.100000,129.7,0,242,4.961407661437988
8:14:33:52,56.319773,44.029045,3.200000,129.2,0,237,4.496613502502441
8:14:34:110,56.319750,44.028983,3.100000,128.9,0,241,4.845594882965088
8:14:35:120,56.319725,44.028925,3.000000,128.4,0,242,4.881625652313232
8:14:36:205,56.319702,44.028863,3.000000,127.8,0,238,4.856918811798096
8:14:37:232,56.319672,44.028803,3.000000,127.5,0,232,5.052513122558594
8:14:38:279,56.319643,44.028743,3.900000,127.4,0,234,4.921773910522461
8:14:39:286,56.319615,44.028687,3.900000,127.3,0,230,4.787431240081787
8:14:40:407,56.319590,44.028620,3.100000,127.1,0,234,4.880596160888672
8:14:42:540,56.319537,44.028507,3.200000,126.7,0,234,4.449773788452148
8:14:42:691,56.319515,44.028440,3.100000,126.5,0,236,4.693751811981201
8:14:43:890,56.319492,44.028370,3.100000,126.3,0,242,4.690148830413818
8:14:45:988,56.319452,44.028233,3.000000,125.7,0,244,4.590292930603027
8:14:47:41,56.319433,44.028158,3.100000,125.4,0,243,4.859492301940918
8:14:48:85,56.319410,44.028088,3.900000,125.2,0,237,5.097808837890625
8:14:49:110,56.319392,44.028015,3.000000,124.9,0,246,4.517716884613037
8:14:50:261,56.319378,44.027943,2.900000,125,0,245,4.52286434173584
8:14:51:349,56.319363,44.027878,2.900000,124.9,0,245,3.790929079055786
8:14:53:554,56.319355,44.027753,3.900000,124.8,0,260,3.464080572128296
8:14:53:666,56.319343,44.027697,3.000000,124.7,0,261,3.9283599853515625
8:14:54:710,56.319328,44.027647,4.400000,124.2,0,252,3.3009135723114014
8:14:55:860,56.319313,44.027587,4.000000,124.2,0,247,3.2659125328063965
8:14:56:946,56.319305,44.027537,3.900000,124.1,0,246,2.967888355255127
8:14:59:30,56.319293,44.027482,3.800000,123.9,0,244,1.1823168992996216
8:15:0:74,56.319298,44.027472,3.900000,123.8,0,244,1.1910672187805176
8:15:1:180,56.319290,44.027448,3.500000,123.6,0,233,2.1052138805389404
8:15:2:235,56.319278,44.027413,3.500000,123.5,0,231,2.766631841659546
8:15:3:651,56.319220,44.027375,3.400000,123.6,0,190,2.8299427032470703
8:15:5:885,56.319162,44.027392,3.300000,123.7,0,168,2.890165328979492
8:15:7:8,56.319130,44.027405,3.300000,123.5,0,176,2.5278007984161377
8:15:8:58,56.319102,44.027410,3.900000,123.8,0,182,2.2730133533477783
8:15:9:156,56.319077,44.027422,3.200000,123.8,0,163,2.44647479057312
8:15:10:234,56.319073,44.027420,3.900000,123.8,0,163,1.4160008430480957
8:15:11:264,56.319067,44.027425,3.200000,123.9,0,163,1.1251827478408813
8:15:12:335,56.319055,44.027432,3.200000,124,0,163,1.3125417232513428
8:15:14:436,56.319058,44.027452,3.200000,124.4,0,163,1.1184914112091064
8:15:15:526,56.319068,44.027465,3.200000,124.5,0,111,1.7443935871124268
8:15:15:636,56.319067,44.027490,3.200000,124.8,0,114,2.0151374340057373
8:15:16:727,56.319063,44.027505,3.200000,125.1,0,127,2.215364456176758
8:15:17:805,56.319060,44.027507,3.900000,125.1,0,127,0
8:15:18:894,56.319037,44.027485,3.300000,125,0,215,0
8:15:19:943,56.319017,44.027440,3.900000,124.6,0,222,0
8:15:21:1,56.319003,44.027395,3.400000,124.6,0,232,2.583390951156616
8:15:22:72,56.318985,44.027352,3.400000,124.7,0,227,0
8:15:23:166,56.318957,44.027313,3.400000,124.6,0,239,3.398196220397949
8:15:24:209,56.318908,44.027288,3.300000,124.3,0,237,2.807809829711914
8:15:25:227,56.318893,44.027253,3.900000,124.4,0,240,2.298234701156616
8:15:28:242,56.318803,44.027320,4.600000,124.3,0,152,2.8417813777923584
8:15:30:344,56.318733,44.027290,4.200000,123.5,0,176,3.7214417457580566
8:15:31:512,56.318680,44.027305,4.100000,123.1,0,172,4.2387375831604
8:15:31:712,56.318642,44.027288,3.900000,122.5,0,189,3.3868722915649414
8:15:32:779,56.318600,44.027260,3.700000,122.3,0,197,3.9263010025024414
8:15:33:889,56.318562,44.027208,3.600000,122.5,0,209,3.710117816925049
8:15:34:941,56.318535,44.027197,3.500000,122.4,0,201,3.3729746341705322
8:15:36:1,56.318508,44.027177,3.900000,122.3,0,204,3.2834131717681885
8:15:37:51,56.318497,44.027145,3.500000,122.1,0,225,2.969947338104248
8:15:38:117,56.318478,44.027102,3.500000,121.9,0,232,3.62673282623291
8:15:39:222,56.318460,44.027057,3.900000,121.7,0,231,3.396137237548828
8:15:40:275,56.318442,44.027012,3.700000,121.6,0,233,3.5412888526916504
8:15:41:323,56.318423,44.026965,3.900000,121.5,0,234,3.4537861347198486
8:15:42:469,56.318407,44.026920,4.100000,121.3,0,234,3.619011878967285
8:15:43:646,56.318408,44.026810,3.900000,121,0,246,3.1660563945770264
8:15:44:767,56.318408,44.026753,3.900000,121,0,250,3.407975912094116
8:15:45:861,56.318393,44.026702,3.500000,120.9,0,247,3.376577854156494
8:15:46:946,56.318380,44.026648,3.400000,120.8,0,248,3.6004819869995117
8:15:48:59,56.318367,44.026598,3.400000,120.7,0,247,3.419299840927124
8:15:49:139,56.318352,44.026548,3.900000,120.4,0,241,3.577319383621216
8:15:50:229,56.318335,44.026500,3.400000,120.2,0,243,3.475919246673584
8:15:51:246,56.318317,44.026455,3.400000,120,0,235,3.480036973953247
8:15:52:363,56.318300,44.026420,3.900000,120,0,231,3.01472806930542
8:15:53:522,56.318288,44.026398,3.600000,119.9,0,223,2.23286509513855
8:15:54:670,56.318253,44.026422,3.900000,120.4,0,159,2.364633798599243
8:15:55:786,56.318225,44.026442,3.600000,120.7,0,155,3.298340082168579
8:15:56:834,56.318200,44.026463,5.200000,120.8,0,155,3.7600457668304443
8:15:59:64,56.318138,44.026513,4.100000,120.7,0,160,3.557760000228882
8:16:0:109,56.318107,44.026533,4.000000,120.6,0,156,3.579378366470337
8:16:1:250,56.318067,44.026550,3.900000,120.5,0,155,3.95255184173584
8:16:2:299,56.318022,44.026577,3.800000,120.7,0,162,3.6797492504119873
8:16:3:394,56.317977,44.026603,3.800000,120.9,0,165,3.8753435611724854
8:16:4:480,56.317942,44.026625,3.900000,120.9,0,157,3.9679934978485107
8:16:5:645,56.317868,44.026662,3.700000,120.7,0,154,3.9690229892730713
8:16:6:772,56.317837,44.026688,3.600000,120.5,0,158,4.006083011627197
8:16:7:848,56.317807,44.026717,3.900000,120.2,0,157,3.986008882522583
8:16:8:902,56.317780,44.026745,3.900000,120.1,0,157,3.852695941925049
8:16:11:16,56.317728,44.026813,3.900000,120.3,0,153,3.6040849685668945
8:16:12:96,56.317690,44.026830,3.300000,121,0,157,3.772913932800293
8:16:13:182,56.317657,44.026865,3.900000,121.7,0,151,4.50845193862915
8:16:14:332,56.317627,44.026897,3.100000,122.1,0,158,3.169659376144409
8:16:15:366,56.317592,44.026898,3.100000,122.8,0,175,3.172747850418091
8:16:16:514,56.317567,44.026892,3.100000,123.4,0,194,3.1603944301605225
8:16:17:680,56.317515,44.026820,3.900000,124.4,0,218,3.431138277053833
8:16:17:710,56.317515,44.026820,3.000000,124.4,0,218,3.431138277053833
8:16:18:748,56.317492,44.026772,3.900000,124.7,0,227,3.958728551864624
8:16:19:881,56.317472,44.026718,3.200000,124.9,0,234,4.101821422576904
8:16:20:982,56.317455,44.026667,3.400000,125.2,0,236,3.8954176902770996
8:16:22:73,56.317438,44.026615,3.900000,125.5,0,236,3.7991647720336914
8:16:23:242,56.317423,44.026557,3.900000,125.8,0,238,3.8856379985809326
8:16:24:295,56.317408,44.026500,4.000000,126.2,0,239,3.8635048866271973
8:16:25:443,56.317387,44.026453,4.000000,126.6,0,234,3.8290185928344727
8:16:26:556,56.317377,44.026397,4.100000,126.9,0,239,3.707029342651367
8:16:27:686,56.317367,44.026348,4.200000,127.3,0,243,3.3034873008728027
8:16:28:826,56.317337,44.026245,4.000000,127.9,0,245,3.506802558898926
8:16:29:968,56.317317,44.026203,3.800000,127.9,0,234,3.198483943939209
8:16:31:105,56.317300,44.026158,3.800000,127.9,0,233,3.0492143630981445
8:16:33:309,56.317273,44.026093,3.700000,128,0,219,1.9317524433135986
8:16:33:347,56.317273,44.026093,3.900000,128,0,219,1.9317524433135986
8:16:34:501,56.317268,44.026085,3.700000,127.8,0,219,1.4432810544967651
8:16:35:713,56.317268,44.026090,3.700000,128.1,0,219,0
8:16:36:781,56.317265,44.026090,3.800000,128.2,0,219,0
8:16:37:880,56.317268,44.026085,3.900000,128.2,0,219,0
8:16:38:986,56.317268,44.026085,4.000000,128.2,0,219,0
8:16:40:74,56.317268,44.026085,4.200000,128.2,0,219,0
8:16:41:185,56.317268,44.026085,4.400000,128.2,0,219,0
8:16:42:298,56.317293,44.026055,4.600000,128.2,0,219,0
8:16:43:412,56.317298,44.026047,4.800000,128.3,0,219,0
8:16:44:739,56.317298,44.026035,5.000000,128.3,0,219,0
8:16:44:759,56.317298,44.026035,5.000000,128.3,0,219,0
8:16:45:996,56.317303,44.026028,5.100000,128.3,0,219,0
8:16:47:122,56.317312,44.026025,5.100000,128.3,0,219,0
8:16:48:214,56.317315,44.026023,5.200000,128.3,0,219,0
8:16:49:321,56.317315,44.026023,5.300000,128.3,0,219,0
8:16:50:407,56.317315,44.026023,5.300000,128.3,0,219,0
8:16:51:531,56.317315,44.026023,5.200000,128.3,0,219,0
8:16:52:673,56.317315,44.026023,5.200000,128.3,0,219,0
