time,x,y,z
13:48:3:253,-1.08,10.81,1.19
13:48:3:429,-3.98,9.78,-0.64
13:48:3:467,-3.98,9.78,-0.64
13:48:3:491,-3.98,9.78,-0.64
13:48:3:604,-3.44,10.7,0.58
13:48:3:737,-4.15,9.98,0.37
13:48:3:856,-4.9,12.94,2.68
13:48:3:974,-2.61,11.49,1.19
13:48:4:203,-4.91,8.56,0.23
13:48:4:287,-6.91,7.78,2.1
13:48:4:350,-6.92,7.24,2.56
13:48:4:394,-6.04,5.72,3.92
13:48:4:547,-6.58,7.89,1.78
13:48:4:666,-4.15,8.08,1.37
13:48:4:763,-4.79,8.96,1.58
13:48:4:838,-3.53,8.61,2.28
13:48:4:925,-4.41,4.71,1.43
13:48:4:969,-4.83,4.29,2.22
13:48:5:76,-4.42,3.51,3.62
13:48:5:176,-4.53,4.42,6.56
13:48:5:310,-3.06,3.29,7.26
13:48:5:362,-4.62,2.26,8.13
13:48:5:407,-4.36,12.91,15.28
13:48:5:450,-12.1,9.58,11.48
13:48:5:617,9.84,9.45,9.84
13:48:5:678,0.64,-9.55,8.23
13:48:5:893,-3.27,-2.05,9.78
13:48:6:47,1.16,-0.31,7.28
13:48:6:232,-3.18,-17.47,17.78
13:48:6:277,5.99,10.25,7.8
13:48:6:408,-2.02,1.31,8.72
13:48:6:566,1.59,0.74,10.21
13:48:6:638,1.18,-0.97,10.3
13:48:6:802,-2.44,1,9.26
13:48:6:938,-1.17,0.12,10.65
13:48:6:984,-0.44,0.26,9.78
13:48:7:120,0.14,0.21,9.86
13:48:7:231,0.41,-1.47,10.7
13:48:7:334,-0.53,0.2,10.15
13:48:7:479,-1.24,0.19,10.25
13:48:7:518,-1.48,0.1,10.44
13:48:7:657,-0.81,0.44,10.4
13:48:7:729,-0.97,0.19,10.49
13:48:7:852,-0.24,0.03,10.39
13:48:7:895,-0.28,0.12,10.2
13:48:7:972,-0.22,-0.02,10.35
13:48:8:65,-0.23,0.02,10.25
13:48:8:153,-0.2,0.13,10.2
13:48:8:194,-0.34,-0.02,10.18
13:48:8:239,-1.36,0.01,10.36
13:48:8:334,-5.73,0.07,10.48
13:48:8:358,-4.78,0.03,9.95
13:48:8:635,-0.75,0.1,10.81
13:48:8:792,-1.7,-0.35,11.31
13:48:8:900,-0.3,-0.11,10.98
13:48:8:969,-0.99,-0.13,10.62
13:48:9:21,0.47,0.15,10.56
13:48:9:137,-0.84,0.28,11.0
13:48:9:225,-1.29,0.21,11.0
13:48:9:289,-1.11,0.22,10.93
13:48:9:406,-0.68,0.25,10.91
13:48:9:516,-0.54,0.22,10.78
13:48:9:624,-0.73,0.27,10.98
13:48:9:692,-0.79,0.15,11.02
13:48:9:767,-0.89,0.12,11.05
13:48:9:825,-1.65,0.36,10.72
13:48:9:988,0.34,0.15,10.9
13:48:9:958,-1.51,0.92,10.81
13:48:10:109,-0.45,-0.03,11.12
13:48:10:157,-1.39,0.41,11.19
13:48:10:245,-0.57,0.1,10.95
13:48:10:307,-0.62,0.05,11.07
13:48:10:434,-0.95,0.16,11.11
13:48:10:473,-0.81,0.12,11.11
13:48:10:605,-0.88,0.13,11.0
13:48:10:705,-0.73,0.11,11.17
13:48:10:831,-0.69,0.12,10.91
13:48:10:893,-0.65,0.08,10.91
13:48:10:951,-0.64,0.11,10.91
13:48:11:51,-0.63,0.09,10.82
13:48:11:228,-0.67,0.12,10.71
13:48:11:308,-0.59,0.14,10.48
13:48:11:458,-0.6,0.09,10.32
13:48:11:584,-0.69,0.09,10.5
13:48:11:654,-0.6,0.11,10.39
13:48:11:812,-0.6,0.11,10.34
13:48:11:922,-0.64,0.11,10.48
13:48:12:45,-0.63,0.18,10.31
13:48:12:98,-0.68,0.09,10.43
13:48:12:174,-0.69,0.19,10.31
13:48:12:297,-0.74,0.09,10.4
13:48:12:352,-0.51,0.15,10.44
13:48:12:528,-0.58,0.06,10.28
13:48:12:605,-0.63,0.11,10.36
13:48:12:711,-0.58,0.15,10.43
13:48:12:771,-0.69,0.21,10.52
13:48:12:930,-0.53,0.11,10.41
13:48:13:77,-0.58,0.14,10.52
13:48:13:189,-0.67,0.12,10.5
13:48:13:239,-0.7,0.12,10.31
13:48:13:316,-0.53,0.13,10.24
13:48:13:456,-0.65,0.09,10.57
13:48:13:533,-0.68,0.12,10.34
13:48:13:576,-0.65,0.09,10.34
13:48:13:787,-0.74,0.09,10.49
13:48:13:905,-0.79,0.18,10.42
13:48:14:18,-0.77,0.12,10.49
13:48:14:130,-0.79,0.19,10.61
13:48:14:279,-0.74,0.19,10.42
13:48:14:387,-0.6,0.08,10.52
13:48:14:425,-0.69,0.16,10.46
13:48:14:504,-0.76,0.2,10.41
13:48:14:609,-0.7,0.13,10.44
13:48:14:665,-0.71,0.15,10.48
13:48:14:734,-0.72,0.16,10.39
13:48:14:831,-0.73,0.17,10.38
13:48:14:952,-0.67,0.13,10.43
13:48:15:68,-0.61,0.14,10.26
13:48:15:121,-0.66,0.08,10.24
13:48:15:340,-0.59,0.09,10.28
13:48:15:467,-0.64,0.16,10.45
13:48:15:516,-0.67,0.13,10.54
13:48:15:592,-0.8,0.13,10.49
13:48:15:773,-0.75,0.15,10.51
13:48:15:909,-0.88,0.16,10.25
13:48:16:57,-0.8,0.09,10.54
13:48:16:219,-0.72,0.12,10.44
13:48:16:376,-0.66,0.12,10.5
13:48:16:414,-0.65,0.16,10.35
13:48:16:515,-0.74,0.09,10.43
13:48:16:577,-0.62,0.13,10.38
13:48:16:658,-0.74,0.12,10.45
13:48:16:819,-0.65,0.11,10.42
13:48:16:941,-0.56,0.17,10.4
13:48:17:75,-0.69,0.07,10.43
13:48:17:155,-0.58,0.12,10.59
13:48:17:236,-0.77,0.23,10.42
13:48:17:384,-0.6,0.07,10.38
13:48:17:453,-0.86,0.19,10.49
13:48:17:516,-0.45,0.06,10.4
13:48:17:610,-0.61,0.12,10.33
13:48:17:731,-0.68,0.11,10.51
13:48:17:812,-0.76,0.11,10.59
13:48:17:931,-0.69,0.1,10.21
13:48:17:980,-0.63,0.01,10.39
13:48:18:103,-0.95,0.11,10.67
13:48:18:148,-0.67,0.09,10.62
13:48:18:228,-0.88,0.18,10.28
13:48:18:403,-0.59,0.09,10.58
13:48:18:530,-0.65,0.09,10.36
13:48:18:589,-0.71,0.13,10.5
13:48:18:730,-0.61,0.2,10.22
13:48:18:849,-0.69,0.11,10.39
13:48:18:959,-0.79,0.2,10.42
13:48:19:117,-0.74,0.17,10.39
13:48:19:256,-0.71,0.13,10.47
13:48:19:382,-0.73,0.15,10.45
13:48:19:494,-0.65,0.14,10.23
13:48:19:544,-0.49,0.09,10.19
13:48:19:629,-0.76,0.12,10.52
13:48:19:722,-0.62,0.08,10.5
13:48:19:838,-0.79,0.12,10.44
13:48:19:977,-0.65,0.18,10.52
13:48:20:99,-0.68,0.15,10.43
13:48:20:287,-0.92,0.13,10.52
13:48:20:362,-0.54,0.12,10.41
13:48:20:443,-0.74,0.1,10.47
13:48:20:542,-0.62,0.11,10.51
13:48:20:655,-0.68,0.09,10.44
13:48:20:706,-0.68,0.14,10.39
13:48:20:853,-0.65,0.11,10.37
13:48:20:966,-0.79,0.11,10.52
13:48:21:114,-0.56,0.17,10.32
13:48:21:182,-0.76,0.11,10.46
13:48:21:242,-0.77,0.21,10.51
13:48:21:381,-0.76,0.13,10.5
13:48:21:429,-0.82,0.19,10.51
13:48:21:477,-0.68,0.16,10.52
13:48:21:590,-0.68,0.18,10.31
13:48:21:709,-0.51,0.15,10.48
13:48:21:769,-0.68,0.19,10.49
13:48:21:828,-0.71,0.18,10.46
13:48:22:36,-0.83,0.15,10.52
13:48:22:77,-0.69,0.16,10.34
13:48:22:206,-0.71,0.15,10.34
13:48:22:380,-0.75,0.2,10.37
13:48:22:417,-0.8,0.14,10.43
13:48:22:553,-0.6,0.16,10.47
13:48:22:646,-0.77,0.19,10.5
13:48:22:773,-0.68,0.12,10.36
13:48:22:878,-0.66,0.12,10.52
13:48:22:956,-0.71,0.16,10.48
13:48:23:57,-0.68,0.11,10.4
13:48:23:168,-0.77,0.13,10.47
13:48:23:294,-0.63,0.12,10.45
13:48:23:400,-0.66,0.14,10.41
13:48:23:539,-0.72,0.1,10.52
13:48:23:696,-0.64,0.17,10.37
13:48:23:776,-0.79,0.14,10.54
13:48:24:516,-0.73,0.19,10.37
13:48:24:700,-0.57,0.13,10.35
13:48:24:835,-0.92,0.18,10.44
13:48:24:870,-0.79,0.15,10.5
13:48:25:94,-0.71,0.13,10.43
13:48:25:222,-0.77,0.13,10.52
13:48:25:347,-0.7,0.17,10.48
13:48:25:483,-0.67,0.12,10.4
13:48:25:724,-0.74,0.16,10.39
13:48:25:860,-0.68,0.13,10.38
13:48:26:12,-0.65,0.09,10.52
13:48:26:116,-0.79,0.14,10.45
13:48:26:156,-0.6,0.11,10.38
13:48:26:345,-0.91,0.15,10.45
13:48:26:452,-0.64,0.13,10.41
13:48:26:535,-0.7,0.11,10.4
13:48:26:577,-0.65,0.14,10.31
13:48:26:672,-0.57,0.08,10.41
13:48:26:866,-0.75,0.18,10.34
13:48:27:13,-0.66,0.08,10.5
13:48:27:116,-0.77,0.13,10.4
13:48:27:269,-0.64,0.07,10.34
13:48:27:394,-0.77,0.23,10.38
13:48:27:461,-0.65,0.24,10.23
13:48:27:515,-0.82,0.14,10.54
13:48:27:652,-0.65,0.07,10.43
13:48:27:765,-0.65,0.18,10.37
13:48:27:886,-0.76,0.08,10.37
13:48:27:979,-0.67,0.12,10.15
13:48:28:115,-0.68,0.21,9.98
13:48:28:240,-0.59,0.11,9.86
13:48:28:379,-0.69,0.13,9.64
13:48:28:499,-0.59,0.14,9.68
13:48:28:530,-0.72,0.25,9.63
13:48:28:669,-0.61,0.09,9.63
13:48:28:722,-0.67,0.09,9.59
13:48:28:782,-0.65,0.17,9.6
13:48:28:903,-0.69,0.2,9.59
13:48:28:960,-0.75,0.21,9.58
13:48:29:63,-0.57,0.14,9.58
13:48:29:178,-0.65,0.19,9.64
13:48:29:361,-0.67,0.09,9.65
13:48:29:494,-0.67,0.18,9.57
13:48:29:546,-0.65,0.2,9.6
13:48:29:635,-0.67,0.16,9.6
13:48:29:672,-0.6,0.14,9.6
13:48:29:773,-0.65,0.13,9.61
13:48:29:832,-0.7,0.19,9.61
13:48:29:905,-0.64,0.11,9.55
13:48:30:38,-0.65,0.19,9.59
13:48:30:170,-0.61,0.09,9.67
13:48:30:235,-0.63,0.17,9.72
13:48:30:285,-0.62,0.12,9.83
13:48:30:403,-0.66,0.2,9.86
13:48:30:507,-0.65,0.1,9.96
13:48:30:624,-0.68,0.19,10.04
13:48:30:747,-0.65,0.08,10.2
13:48:30:887,-0.73,0.19,10.25
13:48:30:925,-0.69,0.17,10.31
13:48:30:997,-0.75,0.14,10.4
13:48:31:63,-0.66,0.09,10.36
13:48:31:185,-0.71,0.11,10.48
13:48:31:310,-0.66,0.17,10.39
13:48:31:458,-0.69,0.13,10.41
13:48:31:496,-0.71,0.15,10.45
13:48:31:550,-0.7,0.13,10.43
13:48:31:605,-0.76,0.11,10.5
13:48:31:698,-0.7,0.19,10.41
13:48:31:807,-0.72,0.14,10.37
13:48:31:999,-0.36,0.19,10.28
13:48:32:113,-0.65,0.13,10.47
13:48:32:195,-0.73,0.11,10.28
13:48:32:288,-0.79,0.23,10.4
13:48:32:355,-0.51,0.18,10.32
13:48:32:426,-0.52,0.27,10.33
13:48:32:539,-0.8,0.07,10.58
13:48:32:641,-0.09,0.12,10.44
13:48:32:768,-0.93,-0.08,10.54
13:48:32:832,-0.47,0.25,10.33
13:48:32:887,-0.37,0.09,10.34
13:48:33:29,-0.74,-0.34,10.62
13:48:33:160,-0.32,-0.24,10.5
13:48:33:285,1.31,0,10
13:48:33:468,-0.98,0.16,10.4
13:48:33:531,-0.75,0.09,10.45
13:48:33:642,-0.66,0.1,10.39
13:48:33:778,-0.57,0.21,10.42
13:48:33:930,-0.04,0.26,9.91
13:48:34:42,-1.73,0.99,10.31
13:48:34:133,-2.3,0.71,10.56
13:48:34:267,-2.2,-0.07,10.06
13:48:34:411,-0.85,-0.26,9.75
13:48:34:554,1.3,2,9.96
13:48:34:645,-1.44,0.25,9.75
13:48:34:770,-0.9,-0.39,10.78
13:48:35:19,-0.77,0.4,10.34
13:48:35:120,-0.06,0.54,10.28
13:48:35:271,-1.48,0.09,10.12
13:48:35:403,-0.52,-0.34,10.34
13:48:35:598,-2.04,-0.4,10.4
13:48:35:690,-0.63,0.27,10.39
13:48:35:736,1.27,-0.39,10.69
13:48:35:785,0.38,0.4,9.59
13:48:35:895,-2.59,-0.98,9.77
13:48:36:10,-3.07,0.03,9.76
13:48:36:89,-3.13,-0.53,10.1
13:48:36:192,-2.25,-0.7,9.64
13:48:36:359,-0.84,1.38,10.46
13:48:36:462,-1.59,0.66,9.8
13:48:36:591,-1.04,1.21,10.13
13:48:36:649,0.24,-1.25,9.55
13:48:36:753,-0.22,3.59,10.8
13:48:36:954,-4.24,-2.33,11.25
13:48:36:987,-3.27,0.01,8.87
13:48:37:169,-2.39,-0.47,10.08
13:48:37:366,-2.16,0.67,9.68
13:48:37:425,-0.58,0.2,10.36
13:48:37:595,-3.37,-1.95,9.75
13:48:37:642,-1.91,-1.62,10.12
13:48:37:801,-1.8,-1.61,11.26
13:48:38:269,0.91,1.09,10.31
13:48:38:418,-0.15,0.34,9.93
13:48:38:475,-0.21,0.14,10.09
13:48:38:541,-1.38,0.06,10.32
13:48:38:772,-2.39,0.25,9.18
13:48:39:32,-2.2,-8.89,7.34
13:48:39:176,-4.47,-10.36,8.94
13:48:39:255,2.16,-11.24,18.32
13:48:39:426,-1.08,-2.45,11.66
13:48:39:485,-3.35,-0.66,10.25
13:48:39:644,-2.44,0.7,10.62
13:48:39:745,-2.07,1.36,9.49
13:48:39:787,1.11,0.92,9.66
13:48:39:913,-1.16,2.11,10.34
13:48:40:17,2.48,0.09,10.0
13:48:40:72,2.39,0.36,9.44
13:48:40:183,2.55,-0.47,9.83
13:48:40:290,0.9,-0.2,10.59
13:48:40:407,0.88,-0.06,11.03
13:48:40:536,1.91,-0.83,10.34
13:48:40:684,0.55,0.64,9.49
13:48:40:806,1.5,0.01,10.09
13:48:40:857,1.78,-0.09,9.88
13:48:41:33,0.11,0.21,6.73
13:48:41:103,-0.03,-0.68,12.05
13:48:41:170,0.92,1.68,6.38
13:48:41:319,-0.79,0.9,11.44
13:48:41:373,-1.87,-0.15,11.76
13:48:41:514,-2.13,-0.05,9.8
13:48:41:618,-2.06,0.11,10.15
13:48:41:749,-2.08,-0.29,11.12
13:48:41:941,-2.41,0.9,9.68
13:48:42:67,-1.36,0.92,11.44
13:48:42:221,0.32,-0.22,10.04
13:48:42:282,0.01,3.13,9.85
13:48:42:438,1.73,0.08,10.46
13:48:42:707,-2.62,1.27,10.4
13:48:42:766,-3.24,1.35,8.08
13:48:43:357,2.76,-0.41,11.34
13:48:43:512,-6.3,-2.82,10.39
13:48:43:636,-3.98,-0.77,9.17
13:48:43:745,-6,0.36,7.98
13:48:43:801,-2.1,-1.15,10.63
13:48:43:848,-3.41,-0.74,9.79
13:48:43:920,-4.21,-0.55,8.96
13:48:43:979,-3.29,-1.75,9.71
13:48:44:99,-4.21,-1.63,10.47
13:48:44:144,-3.89,-0.2,8.49
13:48:44:268,-2.7,-1.24,8.56
13:48:44:320,-4.64,-1.38,9.52
13:48:44:374,-6.58,0.74,8.69
13:48:44:523,-1.41,-0.96,10.32
13:48:44:581,-0.82,-0.52,9.83
13:48:44:657,1.5,-0.61,9.96
13:48:44:743,-2.62,-0.66,9.3
13:48:44:837,-2.97,-0.77,9.43
13:48:44:943,-0.22,-0.55,9.68
13:48:45:42,1.57,-1.25,8.8
13:48:45:144,-0.48,-0.35,8.33
13:48:45:243,-1.65,0.32,8.56
13:48:45:297,0.04,-1.65,9.16
13:48:45:360,-1,0.1,8.36
13:48:45:487,0.61,-0.35,10.01
13:48:45:671,-0.03,0.15,9.0
13:48:45:773,0.43,0.27,9.0
13:48:45:938,0,0.06,9.59
13:48:46:6,0.69,0.1,10.07
13:48:46:154,1.14,0.55,9.54
13:48:46:248,0.08,-0.49,10.42
13:48:46:373,0.08,0.32,9.63
13:48:46:404,0.7,0.28,9.58
13:48:46:447,0.39,0.32,9.91
13:48:46:505,0.12,0.25,9.88
13:48:46:704,0.34,0.36,9.68
13:48:46:896,0.25,0.32,9.76
13:48:46:987,0.35,0.26,9.71
13:48:47:102,0.34,0.27,9.7
13:48:47:382,0.29,0.28,9.74
13:48:47:474,0.29,0.28,9.72
13:48:47:633,0.31,0.3,9.71
13:48:47:757,0.32,0.25,9.75
13:48:48:38,0.32,0.25,9.69
13:48:48:109,0.31,0.27,9.74
13:48:48:203,0.31,0.28,9.71
13:48:48:284,0.31,0.27,9.75
13:48:48:368,0.31,0.28,9.72
13:48:48:461,0.3,0.27,9.72
13:48:48:541,0.29,0.29,9.74
13:48:48:685,0.32,0.27,9.71
13:48:48:775,0.3,0.28,9.75
13:48:48:842,0.3,0.29,9.71
13:48:48:933,0.28,0.28,9.78
13:48:48:991,0.31,0.27,9.72
13:48:49:43,0.34,0.27,9.66
13:48:49:153,0.3,0.3,9.72
13:48:49:233,0.29,0.3,9.72
13:48:49:347,0.31,0.28,9.71
13:48:49:418,0.29,0.3,9.71
13:48:49:507,0.3,0.27,9.74
13:48:49:601,0.3,0.28,9.75
13:48:49:704,0.29,0.29,9.76
13:48:49:833,0.3,0.27,9.7
13:48:49:927,0.3,0.28,9.75
13:48:50:22,0.28,0.29,9.73
13:48:50:132,0.3,0.3,9.75
13:48:50:333,0.28,0.29,9.74
13:48:50:438,0.3,0.3,9.74
13:48:50:491,0.31,0.29,9.7
13:48:50:549,0.3,0.29,9.74
13:48:50:716,0.3,0.3,9.7
13:48:50:870,0.3,0.28,9.75
13:48:51:17,0.29,0.3,9.73
13:48:51:94,0.29,0.28,9.74
13:48:51:149,0.29,0.29,9.74
13:48:51:238,0.28,0.28,9.73
13:48:51:282,0.3,0.3,9.74
13:48:51:456,0.3,0.28,9.74
13:48:51:513,0.3,0.3,9.7
13:48:51:751,0.3,0.28,9.69
13:48:51:820,0.3,0.28,9.72
13:48:51:906,0.32,0.28,9.72
13:48:52:21,0.3,0.28,9.71
13:48:52:117,0.29,0.29,9.73
13:48:52:254,0.29,0.28,9.74
13:48:52:365,0.3,0.28,9.74
13:48:52:479,0.29,0.29,9.76
13:48:52:585,0.3,0.29,9.73
13:48:52:753,0.28,0.28,9.7
13:48:52:915,0.31,0.26,9.71
13:48:53:42,0.31,0.3,9.73
13:48:53:140,0.31,0.28,9.72
13:48:53:308,0.3,0.29,9.74
13:48:53:396,0.29,0.29,9.72
13:48:53:469,0.29,0.29,9.74
13:48:53:554,0.31,0.3,9.77
13:48:53:583,0.3,0.3,9.75
13:48:53:644,0.32,0.28,9.73
13:48:53:800,0.31,0.28,9.72
13:48:53:962,0.29,0.28,9.73
13:48:54:1,0.29,0.28,9.73
13:48:54:137,0.3,0.29,9.75
13:48:54:225,0.32,0.29,9.71
13:48:54:336,0.32,0.27,9.71
13:48:54:386,0.31,0.29,9.73
13:48:54:494,0.32,0.27,9.71
13:48:54:525,0.28,0.28,9.71
13:48:54:599,0.29,0.28,9.74
13:48:54:647,0.31,0.29,9.73
13:48:54:682,0.31,0.29,9.73
13:48:54:773,0.29,0.3,9.74
13:48:54:847,0.29,0.31,9.74
13:48:54:946,0.29,0.29,9.74
13:48:55:87,0.3,0.29,9.72
13:48:55:160,0.29,0.27,9.75
13:48:55:285,0.31,0.29,9.68
13:48:55:395,0.29,0.28,9.75
13:48:55:448,0.29,0.27,9.73
13:48:55:513,0.31,0.28,9.72
13:48:55:576,0.32,0.27,9.69
13:48:55:687,0.31,0.27,9.72
13:48:55:779,0.29,0.3,9.76
13:48:55:839,0.31,0.27,9.74
13:48:55:944,0.29,0.28,9.76
13:48:56:37,0.3,0.27,9.75
13:48:56:122,0.3,0.29,9.76
13:48:56:248,0.32,0.27,9.73
13:48:56:286,0.31,0.28,9.72
13:48:56:450,0.3,0.28,9.75
13:48:56:588,0.29,0.29,9.73
13:48:56:634,0.32,0.28,9.72
13:48:56:746,0.3,0.29,9.74
13:48:56:837,0.29,0.27,9.74
13:48:56:884,0.29,0.28,9.72
13:48:57:129,0.31,0.27,9.72
13:48:57:236,0.3,0.28,9.73
13:48:57:298,0.31,0.27,9.72
13:48:57:356,0.31,0.27,9.7
13:48:57:461,0.3,0.28,9.74
13:48:57:598,0.3,0.29,9.76
13:48:57:689,0.29,0.28,9.76
13:48:57:790,0.3,0.29,9.72
13:48:57:865,0.29,0.29,9.72
13:48:57:936,0.3,0.28,9.73
13:48:57:986,0.3,0.28,9.75
13:48:58:44,0.28,0.29,9.76
13:48:58:93,0.31,0.29,9.7
13:48:58:234,0.3,0.29,9.7
13:48:58:288,0.31,0.28,9.75
13:48:58:388,0.29,0.28,9.73
13:48:58:488,0.3,0.28,9.7
13:48:58:565,0.32,0.28,9.69
13:48:58:698,0.31,0.26,9.71
13:48:58:841,0.31,0.27,9.72
13:48:58:954,0.32,0.29,9.72
13:48:59:16,0.29,0.28,9.76
13:48:59:68,0.31,0.28,9.72
13:48:59:238,0.28,0.29,9.76
13:48:59:400,0.32,0.29,9.72
13:48:59:486,0.3,0.28,9.75
13:48:59:571,0.32,0.27,9.72
13:48:59:615,0.32,0.27,9.72
13:48:59:760,0.31,0.29,9.73
13:48:59:808,0.32,0.27,9.7
13:48:59:856,0.32,0.28,9.69
13:48:59:896,0.32,0.28,9.69
13:48:59:918,0.32,0.28,9.69
13:49:0:87,0.29,0.27,9.68
13:49:0:154,0.3,0.28,9.68
13:49:0:236,0.31,0.27,9.71
13:49:0:311,0.3,0.28,9.73
13:49:0:446,0.3,0.25,9.71
13:49:0:636,0.3,0.29,9.74
13:49:0:803,0.3,0.28,9.74
13:49:0:839,0.32,0.27,9.69
13:49:0:921,0.3,0.28,9.72
13:49:0:957,0.3,0.27,9.72
13:49:1:57,0.3,0.27,9.75
13:49:1:131,0.31,0.27,9.7
13:49:1:211,0.32,0.27,9.67
13:49:1:287,0.32,0.28,9.72
13:49:1:395,0.31,0.27,9.7
13:49:1:493,0.32,0.28,9.71
13:49:1:527,0.34,0.29,9.71
13:49:1:593,0.31,0.26,9.69
13:49:1:717,0.32,0.26,9.69
13:49:1:855,0.32,0.28,9.67
13:49:1:989,0.32,0.29,9.71
13:49:2:112,0.3,0.28,9.72
13:49:2:233,0.31,0.27,9.68
13:49:2:304,0.29,0.29,9.72
13:49:2:485,0.3,0.29,9.71
13:49:2:407,0.31,0.27,9.74
13:49:2:564,0.32,0.26,9.68
13:49:2:824,0.29,0.28,9.74
13:49:2:888,0.31,0.28,9.68
13:49:2:977,0.31,0.28,9.71
13:49:3:110,0.32,0.27,9.69
13:49:3:212,0.31,0.28,9.69
13:49:3:384,0.3,0.27,9.71
13:49:3:502,0.3,0.29,9.73
13:49:3:591,0.31,0.29,9.7
13:49:3:717,0.32,0.28,9.71
13:49:3:793,0.32,0.29,9.7
13:49:3:904,0.32,0.27,9.6
13:49:3:997,0.32,0.27,9.7
13:49:4:42,0.32,0.27,9.7
13:49:4:72,0.32,0.27,9.7
13:49:4:95,0.32,0.27,9.7
13:49:4:321,0.3,0.28,9.72
13:49:4:486,0.32,0.27,9.68
13:49:4:599,0.32,0.28,9.68
13:49:4:724,0.32,0.29,9.7
13:49:4:786,0.34,0.29,9.69
13:49:4:858,0.32,0.29,9.69
13:49:4:945,0.3,0.27,9.72
13:49:5:33,0.32,0.27,9.7
13:49:5:155,0.32,0.27,9.66
13:49:5:289,0.32,0.29,9.68
13:49:5:403,0.31,0.27,9.74
13:49:5:538,0.32,0.29,9.69
13:49:5:702,0.32,0.27,9.68
13:49:5:748,0.32,0.28,9.68
13:49:5:829,0.32,0.28,9.69
13:49:5:903,0.32,0.29,9.7
13:49:6:67,0.31,0.26,9.73
13:49:6:149,0.32,0.26,9.69
13:49:6:218,0.32,0.27,9.69
13:49:6:309,0.32,0.28,9.69
13:49:6:431,0.31,0.3,9.71
13:49:6:482,0.31,0.25,9.67
13:49:6:541,0.32,0.27,9.66
13:49:6:594,0.31,0.28,9.71
13:49:6:644,0.32,0.27,9.7
13:49:6:690,0.3,0.26,9.67
13:49:6:795,0.3,0.27,9.73
13:49:6:823,0.32,0.27,9.7
13:49:6:962,0.31,0.31,9.71
13:49:7:32,0.32,0.27,9.68
13:49:7:202,0.3,0.27,9.72
13:49:7:409,0.31,0.26,9.71
13:49:7:467,0.34,0.28,9.73
13:49:7:504,0.32,0.27,9.7
13:49:7:626,0.31,0.28,9.7
13:49:7:757,0.32,0.28,9.68
13:49:7:829,0.31,0.28,9.71
13:49:7:914,0.32,0.28,9.71
13:49:8:14,0.32,0.27,9.68
13:49:8:115,0.32,0.28,9.7
13:49:8:224,0.32,0.26,9.69
13:49:8:279,0.31,0.27,9.75
13:49:8:334,0.32,0.26,9.69
13:49:8:385,0.31,0.29,9.67
13:49:8:445,0.31,0.27,9.67
13:49:8:537,0.32,0.28,9.68
13:49:8:738,0.31,0.27,9.7
13:49:8:802,0.34,0.27,9.7
13:49:8:896,0.31,0.26,9.67
13:49:8:938,0.32,0.26,9.69
13:49:8:993,0.31,0.27,9.71
13:49:9:96,0.34,0.26,9.67
13:49:9:190,0.31,0.26,9.7
13:49:9:247,0.32,0.27,9.71
13:49:9:317,0.32,0.28,9.68
13:49:9:374,0.32,0.29,9.69
13:49:9:445,0.31,0.27,9.68
13:49:9:556,0.32,0.26,9.71
13:49:9:659,0.32,0.26,9.68
13:49:9:827,0.32,0.26,9.72
13:49:9:929,0.32,0.28,9.67
13:49:10:101,0.3,0.27,9.72
13:49:10:230,0.31,0.28,9.71
13:49:10:342,0.31,0.27,9.71
13:49:10:383,0.31,0.27,9.75
13:49:10:493,0.3,0.27,9.73
13:49:10:525,0.31,0.28,9.73
13:49:10:653,0.3,0.27,9.75
13:49:10:740,0.31,0.29,9.69
13:49:10:820,0.31,0.27,9.7
13:49:10:944,0.32,0.25,9.68
13:49:11:137,0.3,0.27,9.7
13:49:11:288,0.32,0.27,9.73
13:49:11:381,0.3,0.26,9.71
13:49:11:502,0.31,0.28,9.72
13:49:11:681,0.29,0.28,9.75
13:49:11:748,0.31,0.28,9.73
13:49:11:809,0.3,0.28,9.7
13:49:11:874,0.3,0.28,9.72
13:49:11:993,0.32,0.26,9.67
13:49:12:52,0.31,0.27,9.7
13:49:12:269,0.27,0.45,9.72
13:49:12:363,0.27,0.45,9.72
13:49:12:631,2.18,-0.06,10.0
13:49:12:673,2.93,-0.56,9.96
13:49:12:782,0.79,-0.07,9.52
13:49:12:843,0.79,-0.07,9.52
13:49:13:158,-2.44,-0.99,10.03
13:49:13:256,-3.87,-1.7,9.25
13:49:13:396,-3.67,-1.71,9.67
13:49:13:504,-2.77,-2.45,9.25
13:49:13:596,-1.3,-0.04,11.74
13:49:13:638,-5.12,-2,9.01
13:49:13:734,-4.76,-1.16,9.25
13:49:13:798,-1.72,-1.99,8.15
13:49:13:847,-2.61,-3.52,10.33
13:49:13:956,-4.46,-2.27,8.78
13:49:14:108,-3.28,-2.43,12.32
13:49:14:155,-3.21,-0.18,8.55
13:49:14:303,-3.21,-1.11,9.73
13:49:14:453,-4.01,14.49,8.91
13:49:14:582,-8.73,-10.28,16.73
13:49:14:759,-0.65,-1.5,7.81
13:49:14:827,11.16,-19.02,3.28
13:49:14:892,3.03,12,5.23
13:49:15:59,-0.54,-0.34,12.32
13:49:15:196,-0.14,0.05,8.91
13:49:15:324,2.23,-2.66,9.25
13:49:15:440,2.04,-1.94,10.31
13:49:15:519,3.41,0.7,8.81
